Company,Plant,Location,Company Profit,Plant Profit,Benchmark Profit,Capacity,MC,Bid,Market Price,Output,FC,Carbon,Period,Load,Elasticity
Bay_Views,MORRO_BAY_1-2,North,50847.5,6032.5,2682.5,335,27,27,46.5,335,500,104,4,6709,-2
Bay_Views,MORRO_BAY_3-4,North,50847.5,12965,6315,665,25.5,25.5,46.5,665,1000,193,4,6709,-2
Bay_Views,MOSS_LANDING_6,North,50847.5,15625,8125,750,23,23,46.5,750,2000,188,4,6709,-2
Bay_Views,MOSS_LANDING_7,North,50847.5,15625,8125,750,23,23,46.5,750,2000,188,4,6709,-2
Bay_Views,OAKLAND,North,50847.5,600,0,150,42.5,42.5,46.5,150,0,75,4,6709,-2
Big_Gas,EL_SEGUNDO_1-2,South,31500,-250,1750,400,31.5,120.71,46.5,0,250,0,4,6709,-2
Big_Gas,EL_SEGUNDO_3-4,South,31500,11125,4625,650,29,39.98,46.5,650,250,208,4,6709,-2
Big_Gas,ENCINA,South,31500,16125,6625,950,29,29,46.5,950,500,323,4,6709,-2
Big_Gas,KEARNY,South,31500,0,0,200,62.5,62.5,46.5,0,0,0,4,6709,-2
Big_Gas,LONG_BEACH,South,31500,5000,-500,550,36.5,36.5,46.5,550,500,231,4,6709,-2
Big_Gas,NORTH_ISLAND,South,31500,0,0,150,45.5,447.94,46.5,0,0,0,4,6709,-2
Big_Gas,SOUTH_BAY,South,31500,-500,3700,700,30.5,86.19,46.5,0,500,0,4,6709,-2
East_Bay,CONTRA_COSTA_4-5,North,24500,-250,-250,150,40.5,371.08,46.5,0,250,0,4,6709,-2
East_Bay,CONTRA_COSTA_6-7,North,24500,11800,4800,700,27.5,27.5,46.5,700,1500,224,4,6709,-2
East_Bay,PITTSBURGH_1-4,North,24500,11075,4575,650,28.5,28.5,46.5,650,625,214,4,6709,-2
East_Bay,PITTSBURGH_5-6,North,24500,-625,6525,650,25.5,228.91,46.5,0,625,0,4,6709,-2
East_Bay,PITTSBURGH_7,North,24500,2500,-1000,700,41.5,41.5,46.5,700,1000,336,4,6709,-2
East_Bay,POTRERO_HILL,North,24500,0,0,150,48.5,48.5,46.5,0,0,0,4,6709,-2
Old_Timers,BIG_CREEK,South,27000,23250,23750,1000,0,0,27,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,27000,0,0,150,34.5,34.5,27,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,27000,1875,2250,750,19.5,19.5,27,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,27000,1875,2250,750,19.5,19.5,27,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,27000,0,0,100,37.5,37.5,27,0,0,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,25425,10500,11000,1000,11.5,15,27,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,25425,17450,17850,800,0.5,15,27,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,25425,-900,0,150,33,0,27,150,0,57,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,25425,-1375,-250,150,34.5,0,27,150,250,58,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,25425,-250,-250,250,53,55,27,0,250,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,10200,0,0,250,51.5,51.5,27,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,10200,13200,14150,1900,19,22.25,27,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,10200,-500,-500,300,28.5,35.46,27,0,500,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,10200,-500,-500,150,46.5,118.74,27,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,10200,-750,-750,350,29.5,29.5,27,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,10200,-1250,-1250,950,29.5,75.88,27,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,1497.5,-500,-332.5,335,27,27,27,229,500,71,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,1497.5,-2.5,330,665,25.5,25.5,27,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,1497.5,1000,1375,750,23,23,27,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,1497.5,1000,1375,750,23,23,27,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,1497.5,0,0,150,42.5,42.5,27,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,31.5,27,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,27,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,27,0,500,0,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,27,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,27,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,60.78,27,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,27,0,500,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-3025,-250,-250,150,40.5,40.5,27,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-3025,-1500,-1500,700,27.5,27.5,27,0,1500,0,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-3025,-625,-625,650,28.5,28.5,27,0,625,0,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-3025,350,675,650,25.5,25.5,27,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-3025,-1000,-1000,700,41.5,41.5,27,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-3025,0,0,150,48.5,48.5,27,0,0,0,1,4020,-2.54
Beachfront,COOLWATER,South,-6050,-500,-500,650,29.5,30.85,27,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-6050,0,0,300,52.5,290.15,27,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-6050,-2000,-2000,850,30,35.44,27,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-6050,-250,-250,150,44,82.39,27,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-6050,-250,-250,300,27.5,30.37,27,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_3,South,-6050,-250,-250,150,36.5,36.5,27,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-6050,-1400,-1050,700,26.5,26.5,27,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-6050,-1400,-1050,700,26.5,26.5,27,700,1750,217,1,4020,-2.54
Old_Timers,BIG_CREEK,South,33250,25750,25750,1000,0,0,29.5,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,33250,0,0,150,34.5,34.5,29.5,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,33250,3750,3750,750,19.5,19.5,29.5,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,33250,3750,3750,750,19.5,19.5,29.5,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,33250,0,0,100,37.5,37.5,29.5,0,0,0,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,31950,13000,13000,1000,11.5,0,29.5,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,31950,19450,19450,800,0.5,0,29.5,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,31950,0,0,150,33,45,29.5,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,31950,-250,-250,150,34.5,57,29.5,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,31950,-250,-250,250,53,90,29.5,0,250,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,15250,0,0,250,51.5,51.5,29.5,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,15250,17950,17950,1900,19,19,29.5,1900,2000,1045,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_1-2,South,15250,-200,-200,300,28.5,28.5,29.5,300,500,96,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_5,South,15250,-500,-500,150,46.5,46.5,29.5,0,500,0,2,4020,-2.41
Big_Coal,REDONDO_5-6,South,15250,-750,-750,350,29.5,29.5,29.5,122,750,40,2,4020,-2.41
Big_Coal,REDONDO_7-8,South,15250,-1250,-1250,950,29.5,29.5,29.5,332,1250,110,2,4020,-2.41
Bay_Views,MORRO_BAY_1-2,North,7747.5,337.5,337.5,335,27,27,29.5,335,500,104,2,4020,-2.41
Bay_Views,MORRO_BAY_3-4,North,7747.5,1660,1660,665,25.5,25.5,29.5,665,1000,193,2,4020,-2.41
Bay_Views,MOSS_LANDING_6,North,7747.5,2875,2875,750,23,23,29.5,750,2000,188,2,4020,-2.41
Bay_Views,MOSS_LANDING_7,North,7747.5,2875,2875,750,23,23,29.5,750,2000,188,2,4020,-2.41
Bay_Views,OAKLAND,North,7747.5,0,0,150,42.5,42.5,29.5,0,0,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_4-5,North,650,-250,-250,150,40.5,40.5,29.5,0,250,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_6-7,North,650,-100,-100,700,27.5,27.5,29.5,700,1500,224,2,4020,-2.41
East_Bay,PITTSBURGH_1-4,North,650,25,25,650,28.5,28.5,29.5,650,625,214,2,4020,-2.41
East_Bay,PITTSBURGH_5-6,North,650,1975,1975,650,25.5,25.5,29.5,650,625,188,2,4020,-2.41
East_Bay,PITTSBURGH_7,North,650,-1000,-1000,700,41.5,41.5,29.5,0,1000,0,2,4020,-2.41
East_Bay,POTRERO_HILL,North,650,0,0,150,48.5,48.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_1-2,South,-1200,-250,-250,400,31.5,31.5,29.5,0,250,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_3-4,South,-1200,75,75,650,29,29,29.5,650,250,208,2,4020,-2.41
Big_Gas,ENCINA,South,-1200,-25,-25,950,29,29,29.5,950,500,323,2,4020,-2.41
Big_Gas,KEARNY,South,-1200,0,0,200,62.5,62.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,LONG_BEACH,South,-1200,-500,-500,550,36.5,36.5,29.5,0,500,0,2,4020,-2.41
Big_Gas,NORTH_ISLAND,South,-1200,0,0,150,45.5,45.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,SOUTH_BAY,South,-1200,-500,-500,700,30.5,30.5,29.5,0,500,0,2,4020,-2.41
Beachfront,COOLWATER,South,-1950,-500,-500,650,29.5,29.5,29.5,227,500,77,2,4020,-2.41
Beachfront,ELLWOOD,South,-1950,0,0,300,52.5,52.5,29.5,0,0,0,2,4020,-2.41
Beachfront,ETIWANDA_1-4,South,-1950,-2000,-2000,850,30,30,29.5,0,2000,0,2,4020,-2.41
Beachfront,ETIWANDA_5,South,-1950,-250,-250,150,44,44,29.5,0,250,0,2,4020,-2.41
Beachfront,MANDALAY_1-2,South,-1950,350,350,300,27.5,27.5,29.5,300,250,93,2,4020,-2.41
Beachfront,MANDALAY_3,South,-1950,-250,-250,150,36.5,36.5,29.5,0,250,0,2,4020,-2.41
Beachfront,ORMOND_BEACH_1,South,-1950,350,350,700,26.5,26.5,29.5,700,1750,217,2,4020,-2.41
Beachfront,ORMOND_BEACH_2,South,-1950,350,350,700,26.5,26.5,29.5,700,1750,217,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,1653991.25,100063.54,0,250,51.5,51.5,451.75,250,0,148,3,8786,-2.54
Big_Coal,FOUR_CORNERS,South,1653991.25,820232.92,59750,1900,19,19,451.75,1900,2000,1045,3,8786,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,1653991.25,126476.25,6400,300,28.5,28.5,451.75,300,500,96,3,8786,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,1653991.25,60288.12,250,150,46.5,46.5,451.75,150,500,80,3,8786,-2.54
Big_Coal,REDONDO_5-6,South,1653991.25,147038.96,6950,350,29.5,29.5,451.75,350,750,116,3,8786,-2.54
Big_Coal,REDONDO_7-8,South,1653991.25,399891.46,19650,950,29.5,29.5,451.75,950,1250,314,3,8786,-2.54
Beachfront,COOLWATER,South,1592065.83,273965.21,13800,650,29.5,29.5,451.75,650,500,221,3,8786,-2.54
Beachfront,ELLWOOD,South,1592065.83,119776.25,0,300,52.5,52.5,451.75,300,0,183,3,8786,-2.54
Beachfront,ETIWANDA_1-4,South,1592065.83,356491.04,16275,850,30,30,451.75,850,2000,289,3,8786,-2.54
Beachfront,ETIWANDA_5,South,1592065.83,60913.12,875,150,44,44,451.75,150,250,75,3,8786,-2.54
Beachfront,MANDALAY_1-2,South,1592065.83,127026.25,6950,300,27.5,27.5,451.75,300,250,93,3,8786,-2.54
Beachfront,MANDALAY_3,South,1592065.83,62038.12,2000,150,36.5,36.5,451.75,150,250,61,3,8786,-2.54
Beachfront,ORMOND_BEACH_1,South,1592065.83,295927.92,15750,700,26.5,26.5,451.75,700,1750,217,3,8786,-2.54
Beachfront,ORMOND_BEACH_2,South,1592065.83,295927.92,15750,700,26.5,26.5,451.75,700,1750,217,3,8786,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,1504565,167851.67,7750,400,31.5,31.5,451.75,400,250,140,3,8786,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,1504565,274540.21,14375,650,29,29,451.75,650,250,208,3,8786,-2.54
Big_Gas,ENCINA,South,1504565,401116.46,20875,950,29,40.63,451.75,950,500,323,3,8786,-2.54
Big_Gas,KEARNY,South,1504565,77850.83,0,200,62.5,62.5,451.75,200,0,146,3,8786,-2.54
Big_Gas,LONG_BEACH,South,1504565,227889.79,7750,550,36.5,65.88,451.75,550,500,231,3,8786,-2.54
Big_Gas,NORTH_ISLAND,South,1504565,60938.12,900,150,45.5,125.65,451.75,150,0,80,3,8786,-2.54
Big_Gas,SOUTH_BAY,South,1504565,294377.92,14200,700,30.5,30.5,451.75,700,500,245,3,8786,-2.54
East_Bay,CONTRA_COSTA_4-5,North,1254512.5,61438.12,1400,150,40.5,40.5,451.75,150,250,70,3,8786,-2.54
East_Bay,CONTRA_COSTA_6-7,North,1254512.5,295477.92,15300,700,27.5,27.5,451.75,700,1500,224,3,8786,-2.54
East_Bay,PITTSBURGH_1-4,North,1254512.5,274490.21,14325,650,28.5,28.5,451.75,650,625,214,3,8786,-2.54
East_Bay,PITTSBURGH_5-6,North,1254512.5,276440.21,16275,650,25.5,25.5,451.75,650,625,188,3,8786,-2.54
East_Bay,PITTSBURGH_7,North,1254512.5,286177.92,6000,700,41.5,41.5,451.75,700,1000,336,3,8786,-2.54
East_Bay,POTRERO_HILL,North,1254512.5,60488.12,450,150,48.5,48.5,451.75,150,0,85,3,8786,-2.54
Bay_Views,MORRO_BAY_1-2,North,1124771.03,141792.65,7707.5,335,27,27,451.75,335,500,104,3,8786,-2.54
Bay_Views,MORRO_BAY_3-4,North,1124771.03,282459.02,16290,665,25.5,25.5,451.75,665,1000,193,3,8786,-2.54
Bay_Views,MOSS_LANDING_6,North,1124771.03,319565.62,19375,750,23,23,451.75,750,2000,188,3,8786,-2.54
Bay_Views,MOSS_LANDING_7,North,1124771.03,319565.62,19375,750,23,23,451.75,750,2000,188,3,8786,-2.54
Bay_Views,OAKLAND,North,1124771.03,61388.12,1350,150,42.5,42.5,451.75,150,0,75,3,8786,-2.54
Fossil_Light,DIABLO_CANYON_1,North,1017097.28,435254.17,35000,1000,11.5,20,451.75,1000,5000,0,3,8786,-2.54
Fossil_Light,HELMS,North,1017097.28,357253.33,37050,800,0.5,450,451.75,800,3750,0,3,8786,-2.54
Fossil_Light,HUMBOLDT,North,1017097.28,62813.12,2775,150,33,55,451.75,150,0,57,3,8786,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,1017097.28,62338.12,2300,150,34.5,43,451.75,150,250,58,3,8786,-2.54
Fossil_Light,HUNTERS_POINT_4,North,1017097.28,99438.54,-250,250,53,87,451.75,250,250,152,3,8786,-2.54
Old_Timers,BIG_CREEK,South,-11250,-3750,47750,1000,0,500,451.75,0,3750,0,3,8786,-2.54
Old_Timers,HIGHGROVE,South,-11250,0,2550,150,34.5,500,451.75,0,0,0,3,8786,-2.54
Old_Timers,MOHAVE_1,South,-11250,-3750,20250,750,19.5,500,451.75,0,3750,0,3,8786,-2.54
Old_Timers,MOHAVE_2,South,-11250,-3750,20250,750,19.5,500,451.75,0,3750,0,3,8786,-2.54
Old_Timers,SAN_BERNADINO,South,-11250,0,1400,100,37.5,500,451.75,0,0,0,3,8786,-2.54
Old_Timers,BIG_CREEK,South,51050,32750,32750,1000,0,0,36.5,1000,3750,0,4,6709,-2
Old_Timers,HIGHGROVE,South,51050,300,300,150,34.5,34.5,36.5,150,0,60,4,6709,-2
Old_Timers,MOHAVE_1,South,51050,9000,9000,750,19.5,30.51,36.5,750,3750,352,4,6709,-2
Old_Timers,MOHAVE_2,South,51050,9000,9000,750,19.5,19.5,36.5,750,3750,352,4,6709,-2
Old_Timers,SAN_BERNADINO,South,51050,0,0,100,37.5,291.69,36.5,0,0,0,4,6709,-2
Fossil_Light,DIABLO_CANYON_1,North,41250,20000,20000,1000,11.5,0,36.5,1000,5000,0,4,6709,-2
Fossil_Light,HELMS,North,41250,25050,25050,800,0.5,0,36.5,800,3750,0,4,6709,-2
Fossil_Light,HUMBOLDT,North,41250,525,525,150,33,0,36.5,150,0,57,4,6709,-2
Fossil_Light,HUNTERS_POINT_1-2,North,41250,50,50,150,34.5,0,36.5,150,250,58,4,6709,-2
Fossil_Light,HUNTERS_POINT_4,North,41250,-4375,-250,250,53,0,36.5,250,250,152,4,6709,-2
Big_Coal,ALAMITOS_7,South,39750,0,0,250,51.5,51.5,36.5,0,0,0,4,6709,-2
Big_Coal,FOUR_CORNERS,South,39750,31250,31250,1900,19,19,36.5,1900,2000,1045,4,6709,-2
Big_Coal,HUNTINGTON_BEACH_1-2,South,39750,1900,1900,300,28.5,28.5,36.5,300,500,96,4,6709,-2
Big_Coal,HUNTINGTON_BEACH_5,South,39750,-500,-500,150,46.5,46.5,36.5,0,500,0,4,6709,-2
Big_Coal,REDONDO_5-6,South,39750,1700,1700,350,29.5,29.5,36.5,350,750,116,4,6709,-2
Big_Coal,REDONDO_7-8,South,39750,5400,5400,950,29.5,29.5,36.5,950,1250,314,4,6709,-2
Bay_Views,MORRO_BAY_1-2,North,25247.5,2682.5,2682.5,335,27,27,36.5,335,500,104,4,6709,-2
Bay_Views,MORRO_BAY_3-4,North,25247.5,6315,6315,665,25.5,25.5,36.5,665,1000,193,4,6709,-2
Bay_Views,MOSS_LANDING_6,North,25247.5,8125,8125,750,23,23,36.5,750,2000,188,4,6709,-2
Bay_Views,MOSS_LANDING_7,North,25247.5,8125,8125,750,23,23,36.5,750,2000,188,4,6709,-2
Bay_Views,OAKLAND,North,25247.5,0,0,150,42.5,42.5,36.5,0,0,0,4,6709,-2
Beachfront,COOLWATER,South,20025,4050,4050,650,29.5,29.5,36.5,650,500,221,4,6709,-2
Beachfront,ELLWOOD,South,20025,0,0,300,52.5,52.5,36.5,0,0,0,4,6709,-2
Beachfront,ETIWANDA_1-4,South,20025,3525,3525,850,30,30,36.5,850,2000,289,4,6709,-2
Beachfront,ETIWANDA_5,South,20025,-250,-250,150,44,44,36.5,0,250,0,4,6709,-2
Beachfront,MANDALAY_1-2,South,20025,2450,2450,300,27.5,27.5,36.5,300,250,93,4,6709,-2
Beachfront,MANDALAY_3,South,20025,-250,-250,150,36.5,36.5,36.5,107,250,44,4,6709,-2
Beachfront,ORMOND_BEACH_1,South,20025,5250,5250,700,26.5,26.5,36.5,700,1750,217,4,6709,-2
Beachfront,ORMOND_BEACH_2,South,20025,5250,5250,700,26.5,26.5,36.5,700,1750,217,4,6709,-2
East_Bay,CONTRA_COSTA_4-5,North,14650,-250,-250,150,40.5,40.5,36.5,0,250,0,4,6709,-2
East_Bay,CONTRA_COSTA_6-7,North,14650,4800,4800,700,27.5,27.5,36.5,700,1500,224,4,6709,-2
East_Bay,PITTSBURGH_1-4,North,14650,4575,4575,650,28.5,28.5,36.5,650,625,214,4,6709,-2
East_Bay,PITTSBURGH_5-6,North,14650,6525,6525,650,25.5,25.5,36.5,650,625,188,4,6709,-2
East_Bay,PITTSBURGH_7,North,14650,-1000,-1000,700,41.5,41.5,36.5,0,1000,0,4,6709,-2
East_Bay,POTRERO_HILL,North,14650,0,0,150,48.5,48.5,36.5,0,0,0,4,6709,-2
Big_Gas,EL_SEGUNDO_1-2,South,12000,1750,1750,400,31.5,31.5,36.5,400,250,140,4,6709,-2
Big_Gas,EL_SEGUNDO_3-4,South,12000,4625,4625,650,29,29,36.5,650,250,208,4,6709,-2
Big_Gas,ENCINA,South,12000,6625,6625,950,29,29,36.5,950,500,323,4,6709,-2
Big_Gas,KEARNY,South,12000,0,0,200,62.5,94.19,36.5,0,0,0,4,6709,-2
Big_Gas,LONG_BEACH,South,12000,-500,-500,550,36.5,36.5,36.5,391,500,164,4,6709,-2
Big_Gas,NORTH_ISLAND,South,12000,0,0,150,45.5,45.5,36.5,0,0,0,4,6709,-2
Big_Gas,SOUTH_BAY,South,12000,-500,3700,700,30.5,51.13,36.5,0,500,0,4,6709,-2
Old_Timers,BIG_CREEK,South,33250,25750,23750,1000,0,0,29.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,33250,0,0,150,34.5,34.5,29.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,33250,3750,2250,750,19.5,19.5,29.5,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,33250,3750,2250,750,19.5,19.5,29.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,33250,0,0,100,37.5,37.5,29.5,0,0,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,31950,13000,11000,1000,11.5,11.5,29.5,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,31950,19450,17850,800,0.5,0.5,29.5,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,31950,0,0,150,33,33,29.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,31950,-250,-250,150,34.5,34.5,29.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,31950,-250,-250,250,53,53,29.5,0,250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,7747.5,337.5,-332.5,335,27,27,29.5,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,7747.5,1660,330,665,25.5,25.5,29.5,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,7747.5,2875,1375,750,23,23,29.5,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,7747.5,2875,1375,750,23,23,29.5,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,7747.5,0,0,150,42.5,42.5,29.5,0,0,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,650,-250,-250,150,40.5,40.5,29.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,650,-100,-1500,700,27.5,27.5,29.5,700,1500,224,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,650,25,-625,650,28.5,28.5,29.5,650,625,214,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,650,1975,675,650,25.5,25.5,29.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,650,-1000,-1000,700,41.5,41.5,29.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,650,0,0,150,48.5,48.5,29.5,0,0,0,1,4020,-2.54
Beachfront,COOLWATER,South,-1950,-500,-500,650,29.5,29.5,29.5,81,500,28,1,4020,-2.54
Beachfront,ELLWOOD,South,-1950,0,0,300,52.5,52.5,29.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-1950,-2000,-2000,850,30,30,29.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-1950,-250,-250,150,44,44,29.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-1950,350,-250,300,27.5,27.5,29.5,300,250,93,1,4020,-2.54
Beachfront,MANDALAY_3,South,-1950,-250,-250,150,36.5,36.5,29.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-1950,350,-1050,700,26.5,26.5,29.5,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-1950,350,-1050,700,26.5,26.5,29.5,700,1750,217,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,45,29.5,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,41,29.5,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,70,29.5,0,500,0,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,32,29.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,59,29.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,67,29.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30,29.5,0,500,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,-4700,0,0,250,51.5,378.69,29.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,-4700,-2000,14150,1900,19,62.03,29.5,0,2000,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,-4700,-200,-500,300,28.5,28.5,29.5,300,500,96,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,-4700,-500,-500,150,46.5,46.5,29.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,-4700,-750,-750,350,29.5,97.96,29.5,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,-4700,-1250,-1250,950,29.5,29.5,29.5,119,1250,39,1,4020,-2.54
Old_Timers,BIG_CREEK,South,34500,26250,25750,1000,0,0,30,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,34500,0,0,150,34.5,34.5,30,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,34500,4125,3750,750,19.5,19.5,30,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,34500,4125,3750,750,19.5,19.5,30,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,34500,0,0,100,37.5,37.5,30,0,0,0,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,32850,13500,13000,1000,11.5,11.5,30,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,32850,19850,19450,800,0.5,0.5,30,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,32850,0,0,150,33,33,30,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,32850,-250,-250,150,34.5,34.5,30,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,32850,-250,-250,250,53,53,30,0,250,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,17000,0,0,250,51.5,51.5,30,0,0,0,2,4020,-2.41
